backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
3,,$,"A 1 to 10 counting book for adults with Alzheimer's, Dementia and memory loss.",800,publishing,"1-10 for adults with Alzheimer’s, Dementia and Memory loss",46,"
					Backers: 3,
					Funding: $46 of $800 (,5% funded,),
					Campaign Dates: May 6th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
4,technology|apps,$,Our app (Hi Grandma! ) lets AI caring about senior people safety!,5000,technology,Hi Grandma: AI senior safety App,17,"
					Backers: 4,
					Funding: $17 of $5,000 (,0% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
200,music|pop,$,Digital and Vinyl release of The Shadowboxers debut LP.,20000,music,“The Slow March Of Time Flies By” LP by The Shadowboxers,23238,"
					Backers: 200,
					Funding: $23,238 of $20,000 (,116% funded,),
					Campaign Dates: April 10th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
41,art|illustration,$,A kawaii kitty collection for switch gamers.,200,art,Kawaii Kitty Switch Enamel Pins & Charms,693,"
					Backers: 41,
					Funding: $693 of $200 (,346% funded,),
					Campaign Dates: May 21st -> June 7th (2020),
					Closed: Sunday June 7th, 2020,
				",Closed
170,dance|spaces,$,"We need help to re-open and support the girls in our community, post Covid-19 closure",30000,dance,Help Us Re-Open Global Dance Studio & Theater,30468,"
					Backers: 170,
					Funding: $30,468 of $30,000 (,101% funded,),
					Campaign Dates: May 4th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
2,games|gaming hardware,$,My goal is to create Airbrushed Custom Controllers at affordable price for everyone! I want to be able to make beautiful art to enjoy!,30000,games,"WolfoxStudios Custom art, for Airbrushed Custom Controllers",2,"
					Backers: 2,
					Funding: $2 of $30,000 (,0% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
1,publishing|poetry,$,A collection of poems on navigating the school years from the perspective of a student.,200,publishing,""" "" -> Quotidian - a poetry debut collection",1,"
					Backers: 1,
					Funding: $1 of $200 (,0% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
12,games|video games,$,"Korrigans is a 2d isometric colony management sim with similar elements of Rollercoaster Tycoon, Dwarf Fortress, and SimCity.",20000,games,Korrigans: Colony Management Sim,107,"
					Backers: 12,
					Funding: $107 of $20,000 (,0% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
2965,games|playing cards,£,What else is there to do?,1000,games,Lockdown! (The Game!),61894,"
					Backers: 2965,
					Funding: £61,894 of £1,000 (,6189% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
5,,$,An illustrated children's book about a little girl with a big toy box and an even bigger imagination.,1100,publishing,"Children's Book: That's Nice, Dear",124,"
					Backers: 5,
					Funding: $124 of $1,100 (,11% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
2,,$,Pin on pin element - 3 inches wide - LE50 - individually numbered.,200,art,Rapunzel & Flynn Fantasy Pin,2,"
					Backers: 2,
					Funding: $2 of $200 (,1% funded,),
					Campaign Dates: May 29th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
360,games|playing cards,$,"A limited run, fully custom deck, inspired by the deep history and diverse culture of the people of Nigeria.",7500,games,Natives Playing Cards,14014,"
					Backers: 360,
					Funding: $14,014 of $7,500 (,186% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
22,food|drinks,$,I have been a homebrewer of craft european style ales now since 2012 and I am in the process of growing my hobby in to a business.,2500,food,Kickstart Quarthouse Brewing company,1591,"
					Backers: 22,
					Funding: $1,591 of $2,500 (,63% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
1,fashion|jewelry,€,A high quality men's jewellery brand producing and providing fashion forward bespoke rings and chains.,7000,fashion,VAULT - Men's Bespoke Jewellery Built To Last,1,"
					Backers: 1,
					Funding: €1 of €7,000 (,0% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
46,fashion|accessories,$,This project is a custom designed ITA Bag with a theme of a Sakura Vending Machine! It will have 3 separate windows to display pins tha,4900,fashion,Sakura Vending ITA Bag,2971,"
					Backers: 46,
					Funding: $2,971 of $4,900 (,60% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
12,,$,Photography training and simulation.,125000,photography,Real Photography,212,"
					Backers: 12,
					Funding: $212 of $125,000 (,0% funded,),
					Campaign Dates: May 11th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
1,fashion|apparel,£,"Tattoo and Urban inspired t-shirts, hoodies and bags",4000,fashion,Rebel 25 Clothing,1,"
					Backers: 1,
					Funding: £1 of £4,000 (,0% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
187,games|video games,,ボトルバイオスフィア ~家出少女との生活~,,games,BottleBiosphere ~living with a runaway girl~,,"
					Backers: 187,
					Funding: HK$62,500 of HK$38,840 (,160% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
185,games|tabletop games,$,"d20 and token set engraved with fantasy and medieval symbols. For collections, dungeons and dragons, board and tabletop games, rpg",12000,games,Pure Wood Family Banner Dice: The Forgotten Family,13108,"
					Backers: 185,
					Funding: $13,108 of $12,000 (,109% funded,),
					Campaign Dates: May 17th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
26,games|tabletop games,€,"High quality resin copy of this equestrian figure of St. George (75 mm, 1:24 scale)",250,games,Saint George resine figure,1417,"
					Backers: 26,
					Funding: €1,417 of €250 (,566% funded,),
					Campaign Dates: May 21st -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
47,journalism|print,$,Our eighth issue explores what home means to 9 different contributors.,800,journalism,Voyage Magazine: The Home Issue,1153,"
					Backers: 47,
					Funding: $1,153 of $800 (,144% funded,),
					Campaign Dates: May 3rd -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
19,crafts|stationery,$,"You like to Write, Draw or Dictate an Elaborate Life Plan? 
Welcome.",4000,crafts,Zero Waste Journals,1151,"
					Backers: 19,
					Funding: $1,151 of $4,000 (,28% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
83,fashion|accessories,$,Jojo’s Bizarre Adventure Vento Aureo Enamel Pin Set - Part 2,200,fashion,Golden Wind Enamel Set Part 2,3562,"
					Backers: 83,
					Funding: $3,562 of $200 (,1780% funded,),
					Campaign Dates: May 16th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
702,design|product design,£,Our single handed carry tray makes life easier for able-bodied and less abled people alike. Why use 2 when 1 will do?,4000,design,Tipsi Tray | The Single Handed Easy To Use Carry Tray,25019,"
					Backers: 702,
					Funding: £25,019 of £4,000 (,625% funded,),
					Campaign Dates: April 29th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
2,film & video|action,$,"A short film about the world's first two real superheroes, Professor Duality and Journey who want to open a secret superhero school.",75000,film & video,Infinite Academy: School for Aspiring Superheroes,11,"
					Backers: 2,
					Funding: $11 of $75,000 (,0% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
14,comics|comic books,$,"A fun comic, that has manga style to it, and will hopefully be the first of many in the series.",5000,comics,Woodland Academy,322,"
					Backers: 14,
					Funding: $322 of $5,000 (,6% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
766,games|tabletop games,$,"Two no-prep, immersive, storytelling games you can take anywhere.  Open the box and start playing!",20000,games,Littlebox RPGs: two complete story games in two little boxes,55228,"
					Backers: 766,
					Funding: $55,228 of $20,000 (,276% funded,),
					Campaign Dates: May 20th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
19,games|tabletop games,$,"The game where you try to control a world debt of $ 60 trillions. 
https://www.u-n.xyz",29900,games,"u..n ""it's our world""",2004,"
					Backers: 19,
					Funding: $2,004 of $29,900 (,6% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
2,technology|apps,$,"Unitary is a systemically designed app that encourages people through daily, monthly and yearly goals to talk to people in real life.",65000,technology,Unitary: Encouragement of Social Interaction (Post-COVID 19),2,"
					Backers: 2,
					Funding: $2 of $65,000 (,0% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
114,games|tabletop games,,A strategic card game. Control one of three distinct countries and lead them to victory in the realm of Marlis.,,games,Chronicles of Marlis,,"
					Backers: 114,
					Funding: MX$158,324 of MX$150,000 (,105% funded,),
					Campaign Dates: May 8th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
108,games|tabletop games,$,Masters of Charms is a 2 to 4 player board game that features set collection and unique spatial puzzle and movement elements.,7000,games,Masters of Charms,3877,"
					Backers: 108,
					Funding: $3,877 of $7,000 (,55% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
1,design|product design,$,A clothing line that tells stories of overcoming!,1000,design,Fear No Road,1,"
					Backers: 1,
					Funding: $1 of $1,000 (,0% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
1,technology|apps,¥,Connecting self-isolators with the volunteers who want to help them,3000000,technology,Covid-Wall – People Helping People during the Crisis,109,"
					Backers: 1,
					Funding: ¥109 of ¥3,000,000 (,0% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
17,games|video games,$,"A non-laggy, online 3D PvP fighting game. Game in which we won't just pretend its 3d by locking your opponent in 2D plane",123600,games,No Pain No gain: a real 3D PvP,3475,"
					Backers: 17,
					Funding: $3,475 of $123,600 (,2% funded,),
					Campaign Dates: May 6th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
349,publishing|fiction,€,After a year of hard work we present to you The Witchcraft Book in a Limited timed edition.,19500,publishing,The Witchcraft Book,32288,"
					Backers: 349,
					Funding: €32,288 of €19,500 (,165% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
32,games|tabletop games,$,1 - 2 player board game where you can take either side that changed the future of naval warfare!,400,games,The Battle of Hampton Roads board game (manufactured),1337,"
					Backers: 32,
					Funding: $1,337 of $400 (,334% funded,),
					Campaign Dates: April 29th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
20,design|product design,$,"A dispenser for shampoo, conditioner, body wash, hand soap, lotion and dish soap that gets every last drop of product out and used.",191000,design,Last Drop,1283,"
					Backers: 20,
					Funding: $1,283 of $191,000 (,0% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
42,art|illustration,$,Calling All Space Rangers. Help me bring these designs to life!,1000,art,Enamel Pin Startup,1192,"
					Backers: 42,
					Funding: $1,192 of $1,000 (,119% funded,),
					Campaign Dates: April 24th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
1,design|product design,$,"ServiShield is a plastic protective shield designed for service industry professionals, providing comfort, clarity, and peace of mind.",7500,design,ServiShield,1,"
					Backers: 1,
					Funding: $1 of $7,500 (,0% funded,),
					Campaign Dates: May 19th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
67,fashion|accessories,$,"Hard enamel pin inspired by the 90's cartoon ""The Swan Princess.""",400,fashion,Swan Princess Inspired Enamel Pin,1673,"
					Backers: 67,
					Funding: $1,673 of $400 (,418% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
18,,$,A bubble car to protect people from accidents,2000,technology,The Bumper Bubble Car,570,"
					Backers: 18,
					Funding: $570 of $2,000 (,28% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
40,,$,Get yourself one or a few of these cute donut-loving creatures!,500,art,"The Donut-Loving Rascals 2"" Hard Enamel Pins",1517,"
					Backers: 40,
					Funding: $1,517 of $500 (,303% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
120,technology|gadgets,$,Be your own barista and extract cold-brew coffee in just five minutes with innovative sound wave technology by Sonic Dutch.,10000,technology,SONIC DUTCH: Make Cold Brew Coffee in 5 Minutes,48638,"
					Backers: 120,
					Funding: $48,638 of $10,000 (,486% funded,),
					Campaign Dates: April 23rd -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
1,film & video|family,$,"Animated series focused on stories & characters to help build mindfulness in the lives of our viewers, especially children.",5000,film & video,"Animated Educational & Entertainment Videos, Tutorials",1,"
					Backers: 1,
					Funding: $1 of $5,000 (,0% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
13,technology|web,$,WorkParrrots Brands user as a Goal Achiever by providing social tools to collaborate & track Scheduled goals. Swipe resume Video Pitch,10000,technology,Social Media for Goal Setting and Sharing activity Progress,632,"
					Backers: 13,
					Funding: $632 of $10,000 (,6% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
11,food|farms,£,"Sponsor new woodland in SW England.
Watch it grow.
Monitor it's environmental benefits.
Show a hippy how it's done.",100000,food,Planting English Woodlands: Silence a Hippy Campaign,462,"
					Backers: 11,
					Funding: £462 of £100,000 (,0% funded,),
					Campaign Dates: May 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
2,publishing|art books,$,A collection of short stories and illustrations based on the beloved game Animal Crossing.,600,publishing,Tales from NewVille,21,"
					Backers: 2,
					Funding: $21 of $600 (,3% funded,),
					Campaign Dates: May 19th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
4,fashion|footwear,£,Industry First Recycle Takeback Scheme,15000,fashion,CHADS™ Unisex Sustainable Flip Flops,151,"
					Backers: 4,
					Funding: £151 of £15,000 (,1% funded,),
					Campaign Dates: May 19th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Cancelled
1,technology|apps,$,Busy life? Make sure your free time is fun and comfortable – on Lyghtly.,20000,technology,Lyghtly – Take the Stress Out of Meeting People,1,"
					Backers: 1,
					Funding: $1 of $20,000 (,0% funded,),
					Campaign Dates: April 9th -> June 8th (2020),
					Closed: Monday June 8th, 2020,
				",Closed
67,,£,Perfectly Baked Fortune Cookies for Animal Crossing Lovers!,600,art,"AC Enamel Pins ""Cookie Crossing"" Beau's Bakery & Friends!",1642,"
					Backers: 67,
					Funding: £1,642 of £600 (,273% funded,),
					Campaign Dates: May 19th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
94,comics|comic books,$,"In a world where the darkness has a blood thirsty and cruel physical manifestation, is survival even an option? A Horror comic series.",1500,comics,Crossers Gate #1-5: A Thrilling Psychological Nightmare,1774,"
					Backers: 94,
					Funding: $1,774 of $1,500 (,118% funded,),
					Campaign Dates: May 19th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
195,games|tabletop games,$,"Fully compatible with SURVIVE THIS!! Zombies!,  Dark Places & Demogorgons, and Vigilante City.",1800,games,SURVIVE THIS!! Fantasy Tabletop RPG 2 Book Kickstarter,5509,"
					Backers: 195,
					Funding: $5,509 of $1,800 (,306% funded,),
					Campaign Dates: May 12th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
6,fashion|apparel,€,"Noonga is a Sportswear line that draws inspiration from the Australian Aboriginal Philosophy, in the name of respect of the Earth.",23000,fashion,Noonga: Australian Sportswear inspired by Aboriginal culture,1907,"
					Backers: 6,
					Funding: €1,907 of €23,000 (,8% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
12,art|illustration,$,Hard enamel pin,500,art,Eevveelution family enamel pin,234,"
					Backers: 12,
					Funding: $234 of $500 (,46% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
340,games|tabletop games,€,3D Printable Modular Palm Trees,50,games,28mm Palm Trees,3107,"
					Backers: 340,
					Funding: €3,107 of €50 (,6214% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
1,design|interactive design,£,Super Vision is a cloud based Artificial Intelligence that adapts to our very own unique culture so everyone's service will be unique.,100000,design,Super Vision,1,"
					Backers: 1,
					Funding: £1 of £100,000 (,0% funded,),
					Campaign Dates: May 15th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
147,art|illustration,$,"A 42-card deck with guide inspired by Bonaventure Cemetery in Savannah, GA.",732,art,The Hidden Hand Society Divination Deck,4522,"
					Backers: 147,
					Funding: $4,522 of $732 (,617% funded,),
					Campaign Dates: May 26th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
2,games|live games,£,"A triple A community-led arcade racing game similar to classic ones such as Outrun, Sega Rally, WaveRace 64 and Star Wars Pod Racer",5000,games,Old Skool Racer,11,"
					Backers: 2,
					Funding: £11 of £5,000 (,0% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
362,games|tabletop games,€,Tabletop Miniature Game,20000,games,Classic Quest: The Dungeon Crawler,29682,"
					Backers: 362,
					Funding: €29,682 of €20,000 (,148% funded,),
					Campaign Dates: May 14th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
44,design|product design,$,"A lightweight, adjustable standing or sitting desk solution for the home or office.",5000,design,"Āsana Desk - Seamless, Functional, Ergonomic",14345,"
					Backers: 44,
					Funding: $14,345 of $5,000 (,286% funded,),
					Campaign Dates: May 19th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
43,games|video games,€,A game that takes up pong's gameplay to renew it with many game modes!,500,games,Project:Pong,526,"
					Backers: 43,
					Funding: €526 of €500 (,105% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
24,games|tabletop games,€,Dolman Miniatures has created a project for lovers of the history of Aces of all time.We start with several busts,1100,games,Ace of Legend.Busts,2126,"
					Backers: 24,
					Funding: €2,126 of €1,100 (,193% funded,),
					Campaign Dates: May 23rd -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
5,games|tabletop games,£,QuitSmoke Magnetic Cards,2500,games,QuitSmoke Magnetic Card,27,"
					Backers: 5,
					Funding: £27 of £2,500 (,1% funded,),
					Campaign Dates: May 26th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
19,games|playing cards,£,"A custom deck of cards to play ""You're it"" based on the classic shedding games played by backpackers around the world.",5500,games,"You're It card game, a custom deck of cards.",425,"
					Backers: 19,
					Funding: £425 of £5,500 (,7% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
3,design|product design,£,Hands-Free Ring Door Opener to Slow COVID-19 Spread,900,design,PKR Ring,103,"
					Backers: 3,
					Funding: £103 of £900 (,11% funded,),
					Campaign Dates: May 5th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
72,photography|photobooks,€,"A Baudelaire-like photo documentary about Bangkok, working at a ground zero of now-ness.",13800,photography,Tango In The Big Mango - Photo Book & Exhibition,14437,"
					Backers: 72,
					Funding: €14,437 of €13,800 (,104% funded,),
					Campaign Dates: April 30th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
7,games|tabletop games,$,An exciting board game for 2 to 6 players. Outwit and out speed other pirates & overcome various perils to get the treasure!,3200,games,Ghosts on Oak Island - the Board Game,270,"
					Backers: 7,
					Funding: $270 of $3,200 (,8% funded,),
					Campaign Dates: May 19th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Cancelled
613,technology|hardware,€,"make a beat, play a melody and build chords naturally on a digital yet expressive music instrument.",70000,technology,Joué Play - Everyone can play music,188399,"
					Backers: 613,
					Funding: €188,399 of €70,000 (,269% funded,),
					Campaign Dates: April 28th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
1199,games|tabletop games,£,"A remastered version of the Ennie Award winning RPG adventure, The Stygian Library.",3000,games,The Stygian Library: Remastered,26708,"
					Backers: 1199,
					Funding: £26,708 of £3,000 (,890% funded,),
					Campaign Dates: May 26th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
56,publishing|fiction,$,The seventh and final book in the epic Galaxy Ascendant series is here!,1500,publishing,Galaxy Ascendant 7: A Worthy Sacrifice,1871,"
					Backers: 56,
					Funding: $1,871 of $1,500 (,124% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
2,fashion|footwear,$,I have designed a pair of shoes that I would like to have produced. I will need six backer for this to be possible.,1014,fashion,JRE Illusion,2,"
					Backers: 2,
					Funding: $2 of $1,014 (,0% funded,),
					Campaign Dates: May 25th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
1,technology|web,$,"An interactive virtual reality web forum that persistently holds images, video, 3d models and so on in an addressable 3D topography.",5000,technology,Alloy Live!,1,"
					Backers: 1,
					Funding: $1 of $5,000 (,0% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Cancelled
16,design|product design,€,Make your life easier! Add a plus to your desk!,500,design,The smart flowers pot for your desk,809,"
					Backers: 16,
					Funding: €809 of €500 (,161% funded,),
					Campaign Dates: May 20th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
2,publishing|nonfiction,€,We thought nothing could stand in our way until that cruel night when she was raped and left for dead.,2500,publishing,"""The Light of Dawn"" A memoir about healing",36,"
					Backers: 2,
					Funding: €36 of €2,500 (,1% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Cancelled
155,design|product design,$,Improved usability with more supported lenses and more filter choices with a magnetic quick-release system,8000,design,Next Gen Rear Mount Filters for Canon/Nikon/Sigma/Sony,30593,"
					Backers: 155,
					Funding: $30,593 of $8,000 (,382% funded,),
					Campaign Dates: May 17th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
1225,design|product design,$,A 3 in 1 travel cup for those on the go,10000,design,"The CWB Cup -(Coffee, Water, Beer)",46242,"
					Backers: 1225,
					Funding: $46,242 of $10,000 (,462% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
3,film & video|documentary,$,"I am flying out to Perkiomenville, PA, to film a documentary for two months with Skye McLaughlin the living doll girl.",2000,film & video,Porcelain: The Life Of A Living Doll (2021),3,"
					Backers: 3,
					Funding: $3 of $2,000 (,0% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
58,music|country & folk,$,a place-based concept album by Harry Kimball,2285,music,Driftless,3298,"
					Backers: 58,
					Funding: $3,298 of $2,285 (,144% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
44,,£,Learn to play piano the free way. Learning music practice and theory together and playing ‘free’ through musical understanding.,2500,music,Learn to Play Piano the Free Way,1386,"
					Backers: 44,
					Funding: £1,386 of £2,500 (,55% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
70,games|tabletop games,$,Cool MP3 and FLAC audio to bring your tabletop fantasy castle assaults and sieges to life!,1000,games,Assault on Ravensburg,4088,"
					Backers: 70,
					Funding: $4,088 of $1,000 (,408% funded,),
					Campaign Dates: May 28th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
653,,€,Okko - Oni Hunters is a cooperative cards game for 2 players taking place in a Japanese medieval universe.,8000,games,Okko - Oni Hunters,33614,"
					Backers: 653,
					Funding: €33,614 of €8,000 (,420% funded,),
					Campaign Dates: May 19th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
84,art|illustration,$,Enamel Pins,300,art,Into the Wild,2776,"
					Backers: 84,
					Funding: $2,776 of $300 (,925% funded,),
					Campaign Dates: May 15th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
2,,,Grabar canción escrita por Manuel Almeida y Cesar Cereceres,,music,"Grabación de canción ""Otra herida""",,"
					Backers: 2,
					Funding: MX$119 of MX$4,000 (,2% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
83,publishing|nonfiction,$,How I found my truth and recovered From Borderline Personality Disorder,6000,publishing,BOOK: Lies In Disguise,6231,"
					Backers: 83,
					Funding: $6,231 of $6,000 (,103% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
35,games|tabletop games,$,The Adventurer's RPG Tiles are beautiful terrain chipboard tiles that inspire adventure and invoke mystery within each modular piece.,3500,games,The Adventurer's RPG Tiles - CAVES,1482,"
					Backers: 35,
					Funding: $1,482 of $3,500 (,42% funded,),
					Campaign Dates: May 6th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Cancelled
28,dance|spaces,$,"THE SURVIVAL KIT:
Sublimation foods are high in nutrients & stay good for an extended period. Invented for SPACE.",3000,dance,ZAB: Zombie Apocalypse Box,1230,"
					Backers: 28,
					Funding: $1,230 of $3,000 (,41% funded,),
					Campaign Dates: May 12th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
7,food|farms,,Growing Guava fruit,,food,Guava Farm,,"
					Backers: 7,
					Funding: kr1,169 of kr580,500 (,0% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
101,,$,Celebrate 25 years of the CHAOS! with an incredible set of hand-drawn and signed original art sketch cards!,250,comics,Celebrate 25 Years of CHAOS!,7596,"
					Backers: 101,
					Funding: $7,596 of $250 (,3038% funded,),
					Campaign Dates: June 2nd -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
44,fashion|accessories,€,"Sparkly, galactic gaming enamel pins!",300,fashion,Galactic Gaming | Enamel Pins,971,"
					Backers: 44,
					Funding: €971 of €300 (,323% funded,),
					Campaign Dates: June 2nd -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
2,technology|apps,£,A technology app for protecting the authenticity of products.,62000,technology,Authentic8,2,"
					Backers: 2,
					Funding: £2 of £62,000 (,0% funded,),
					Campaign Dates: May 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
27,publishing|poetry,$,A collection of poems that aims to reduce the stigma around mental health. Written and illustrated by  students.,2000,publishing,lowercase: an illustrated poetry book,2045,"
					Backers: 27,
					Funding: $2,045 of $2,000 (,102% funded,),
					Campaign Dates: May 5th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
1,technology|web,$,Let Us Help You Speak Your Truth,300000,technology,"Freedom of Speech, Social Network Platform",1,"
					Backers: 1,
					Funding: $1 of $300,000 (,0% funded,),
					Campaign Dates: May 26th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
