backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
2,,€,un archivio online di opere d'arte [anonime] per il futuro,5000,art,nameless.pictures,6,"
					Backers: 2,
					Funding: €6 of €5,000 (,0% funded,),
					Campaign Dates: June 17th -> August 16th (2020),
					Closed: Sunday August 16th, 2020,
				",Cancelled
0,,£,The first step is a coming of age drama about three friends from across the world currently dealing with their own individual hardships,443,film & video,The First Step,0,"
					Backers: 0,
					Funding: £0 of £443 (,0% funded,),
					Campaign Dates: July 17th -> August 16th (2020),
					Closed: Sunday August 16th, 2020,
				",Cancelled
1,fashion|apparel,$,Shapewear for Swimwear,5000,fashion,SHAPE-KINI,1,"
					Backers: 1,
					Funding: $1 of $5,000 (,0% funded,),
					Campaign Dates: June 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
0,games|video games,$,"The Lo-fi anime dating sim to cry to. A love letter to cassette tapes, old computers, and unrequited romance.",5000,games,"Don't Take It Personally, I Just Don't Like You",0,"
					Backers: 0,
					Funding: $0 of $5,000 (,0% funded,),
					Campaign Dates: July 10th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
2,fashion|apparel,$,A clothing brand geared towards teens,25000,fashion,"""Just Chill"" Clothing Brand",256,"
					Backers: 2,
					Funding: $256 of $25,000 (,1% funded,),
					Campaign Dates: June 15th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
1,publishing|children's books,$,"An children’s book series helping them learn and embrace disabilities, and to help prevent bullying through knowledge and friendship",5000,publishing,“We are all Special”- Children’s Book Series,1,"
					Backers: 1,
					Funding: $1 of $5,000 (,0% funded,),
					Campaign Dates: July 15th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
1,publishing|children's books,$,A children's book about a young girl who wants to have the best show and tell ever. She decided to sneak her shown and tell to school.,4500,publishing,Makayla and Sammy’s Show and Tell Adventure,1,"
					Backers: 1,
					Funding: $1 of $4,500 (,0% funded,),
					Campaign Dates: June 15th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
28,games|tabletop games,$,"A ""Time Travel"" themed board game!",78400,games,Time Editors,1877,"
					Backers: 28,
					Funding: $1,877 of $78,400 (,2% funded,),
					Campaign Dates: July 17th -> August 16th (2020),
					Closed: Sunday August 16th, 2020,
				",Cancelled
6,technology|apps,$,"Introducing a unique and sophisticated technology that guess your sexual orientation by photo -
AI Gay Detector™",25000,technology,AI Gay Detector™ Be Proud,7,"
					Backers: 6,
					Funding: $7 of $25,000 (,0% funded,),
					Campaign Dates: July 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
2,publishing|children's books,$,"spin off series of my last book that teaches valuable lessons on real world things, and making friends while going on many adventures",39700,publishing,Chance and Friends Adventures,51,"
					Backers: 2,
					Funding: $51 of $39,700 (,0% funded,),
					Campaign Dates: June 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
1,publishing|fiction,$,A novel,5000,publishing,Psycheludic,1,"
					Backers: 1,
					Funding: $1 of $5,000 (,0% funded,),
					Campaign Dates: June 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
0,crafts|embroidery,$,Dungeon Party Embroidered Patches to brag about your Class & Alignment,2500,crafts,D20 iron on embroidered patches,0,"
					Backers: 0,
					Funding: $0 of $2,500 (,0% funded,),
					Campaign Dates: July 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
3,food|drinks,€,"Hello. I´m what you´ve been waiting for.

hello.bottle - A Vacuum Insulated Stainless Steel Bottle
#sustainable #lifestyle #nature",7500,food,Say hello to hello.bottle - Vacuum Insulated Steel Bottle,15,"
					Backers: 3,
					Funding: €15 of €7,500 (,0% funded,),
					Campaign Dates: July 14th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
1,film & video|comedy,$,Documentary video of my trip to Haiti and Dominican Republic to put a spell on Trump's campaign to be featured on my Youtube Channel.,7500,film & video,Voodoo Spells in 2020 Presidential Campaign,1,"
					Backers: 1,
					Funding: $1 of $7,500 (,0% funded,),
					Campaign Dates: July 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
3,art|illustration,€,"4"" acrylic keychains of Haru and Legoshi holding eachother as a plushie.",270,art,Beastars Haru x Legoshi Plush Lovers Acrylic Charms,56,"
					Backers: 3,
					Funding: €56 of €270 (,20% funded,),
					Campaign Dates: July 21st -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
3,technology|apps,€,The ultimate Fitness app that works with an open and unlimited content (Like Youtube) cathegories like Spotify .,40000,technology,Fitbook,141,"
					Backers: 3,
					Funding: €141 of €40,000 (,0% funded,),
					Campaign Dates: June 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
3,design|product design,€,HALF MASK COVIDFREE-GE,50000,design,PERSONAL PROFESSIONAL EQUIPMENT,171,"
					Backers: 3,
					Funding: €171 of €50,000 (,0% funded,),
					Campaign Dates: June 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
2,games|playing cards,£,"Snot is a fast, furious & fun card game situated in the wonderful world of Snot",6000,games,"SNOT, the card game!",17,"
					Backers: 2,
					Funding: £17 of £6,000 (,0% funded,),
					Campaign Dates: June 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
3,games|video games,$,"Secure ,Contain ,Protect FOUNDATION Game (online / solo)",10000,games,SCP FOUNDATION,32,"
					Backers: 3,
					Funding: $32 of $10,000 (,0% funded,),
					Campaign Dates: June 16th -> August 15th (2020),
					Closed: Saturday August 15th, 2020,
				",Cancelled
1,publishing|children's books,$,"We need money for a crowdfunding project for the book character "" The Adventures of Granny Fannie.",100000,publishing,The Adventures of Granny Fannie,1,"
					Backers: 1,
					Funding: $1 of $100,000 (,0% funded,),
					Campaign Dates: June 30th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
16,fashion|accessories,$,some enamel pins to make it easier for people to call you by the right pronouns,1100,fashion,PRONOUN enamel pins,270,"
					Backers: 16,
					Funding: $270 of $1,100 (,24% funded,),
					Campaign Dates: July 15th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
25,,$,A tiny floating trebuchet,5000,games,The Flingamathing,1246,"
					Backers: 25,
					Funding: $1,246 of $5,000 (,24% funded,),
					Campaign Dates: July 15th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
1,,£,"An interpretation on a traditional card game that features all YOUR favourite musicals, where you pick your cards based on your faves",500,theater,Top Musicals Card Game!,1,"
					Backers: 1,
					Funding: £1 of £500 (,0% funded,),
					Campaign Dates: June 25th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
11,music|pop,€,I am Cedric & you are the Kinkies,30000,music,Cedric & the Kinkies,541,"
					Backers: 11,
					Funding: €541 of €30,000 (,1% funded,),
					Campaign Dates: June 15th -> August 14th (2020),
					Closed: Friday August 14th, 2020,
				",Cancelled
28,publishing|children's books,$,Middle-Grade Fantasy Novel Follows the Characters Who Become Trapped Inside a Video Game,5000,publishing,SOULED,885,"
					Backers: 28,
					Funding: $885 of $5,000 (,17% funded,),
					Campaign Dates: July 11th -> August 13th (2020),
					Closed: Thursday August 13th, 2020,
				",Cancelled
3,food|restaurants,$,Phoode is an online marketplace that matches food creatives with clients,80000,food,Phoode = Food Creatives + Clients who need them,46,"
					Backers: 3,
					Funding: $46 of $80,000 (,0% funded,),
					Campaign Dates: July 16th -> August 13th (2020),
					Closed: Thursday August 13th, 2020,
				",Cancelled
19,music|electronic music,€,"Budbrain Productions want's to commemorate their 30 year anniversary through an 8 track album, set to release before the end of 2020.",16700,music,Budbrain Productions 30 years anniversary,396,"
					Backers: 19,
					Funding: €396 of €16,700 (,2% funded,),
					Campaign Dates: July 14th -> August 13th (2020),
					Closed: Thursday August 13th, 2020,
				",Cancelled
4,technology|gadgets,,"A silicone sippy cup holder with an infrared thermometer integrated in. Instant accurate temperature taking, simple, easy & fun!",,technology,Fungwai Shake-Shake Sippy Cup Holder/Thermometer,,"
					Backers: 4,
					Funding: HK$697 of HK$10,000 (,6% funded,),
					Campaign Dates: July 9th -> August 13th (2020),
					Closed: Thursday August 13th, 2020,
				",Cancelled
31,design|product design,$,Introducing jean customization. Technology that creates the fit of jeans. Tell us how your jeans should fit and we will make them.,25000,design,Red Cotton Denim - The world's best fitting jean.,10693,"
					Backers: 31,
					Funding: $10,693 of $25,000 (,42% funded,),
					Campaign Dates: July 14th -> August 13th (2020),
					Closed: Thursday August 13th, 2020,
				",Cancelled
2,design|product design,,Portable Anti-Pop filter for your smartphone made it of (Stainless and recycled plastics) with the perfect size.,,design,Portable Anti-Pop filter for your smartphone,,"
					Backers: 2,
					Funding: MX$919 of MX$30,000 (,3% funded,),
					Campaign Dates: July 10th -> August 19th (2020),
					Closed: Wednesday August 19th, 2020,
				",Cancelled
69,,$,"Avoid high traffic surfaces: door knobs, handles, buttons, touch screens. Compact surface distancing with wallet, keychain and stylus",6200,design,Surface Distancing EDC | Social Distancing within Reach,2211,"
					Backers: 69,
					Funding: $2,211 of $6,200 (,35% funded,),
					Campaign Dates: July 8th -> August 19th (2020),
					Closed: Wednesday August 19th, 2020,
				",Cancelled
1,games|video games,,Vital Esports es una organización enfocada al competitivo de los deportes electrónicos,,games,Vital Esports,,"
					Backers: 1,
					Funding: MX$19 of MX$23,000 (,0% funded,),
					Campaign Dates: June 20th -> August 19th (2020),
					Closed: Wednesday August 19th, 2020,
				",Cancelled
41,comics|comic books,$,"Dark, urban fantasy. Two powerful brothers will decide the fate of an empire.",1000,comics,Grimoire #1,488,"
					Backers: 41,
					Funding: $488 of $1,000 (,48% funded,),
					Campaign Dates: July 19th -> August 18th (2020),
					Closed: Tuesday August 18th, 2020,
				",Cancelled
2,film & video|comedy,$,A comedy action short film about a real estate agent who teams up with an unlikely ally to stop her soulmate from taking over her body.,1000,film & video,Samsara,2,"
					Backers: 2,
					Funding: $2 of $1,000 (,0% funded,),
					Campaign Dates: July 19th -> August 18th (2020),
					Closed: Tuesday August 18th, 2020,
				",Cancelled
2,art|video art,$,Blow a dandelion near space!,3500,art,"Space Dandelion, le pissenlit de l'espace!",101,"
					Backers: 2,
					Funding: $101 of $3,500 (,2% funded,),
					Campaign Dates: July 5th -> August 18th (2020),
					Closed: Tuesday August 18th, 2020,
				",Cancelled
1,,,Remaster The Beatles Discography (12 Remastered Albums),,music,Remaster The Beatles Discography,,"
					Backers: 1,
					Funding: MX$19 of MX$10,000 (,0% funded,),
					Campaign Dates: July 14th -> August 18th (2020),
					Closed: Tuesday August 18th, 2020,
				",Cancelled
59,food|drinks,$,Young Black entrepreneur Sets out to make own alcohol distillery.,60000,food,Black Owned Distillery,2474,"
					Backers: 59,
					Funding: $2,474 of $60,000 (,4% funded,),
					Campaign Dates: June 18th -> August 17th (2020),
					Closed: Monday August 17th, 2020,
				",Cancelled
15,film & video|drama,$,This will be a short film peering into a tragic event from a book that is based on a true story of the author,10000,film & video,Title Undisclosed,1326,"
					Backers: 15,
					Funding: $1,326 of $10,000 (,13% funded,),
					Campaign Dates: June 18th -> August 17th (2020),
					Closed: Monday August 17th, 2020,
				",Cancelled
7,food|restaurants,$,A brick and mortar so we can finally have a home to spead our love of food with the community,25000,food,Ken's brick and mortar,1007,"
					Backers: 7,
					Funding: $1,007 of $25,000 (,4% funded,),
					Campaign Dates: June 18th -> August 17th (2020),
					Closed: Monday August 17th, 2020,
				",Cancelled
6,fashion|accessories,$,"A 3 in 1 product that incorporates a blanket, hand warmer and pouch all in one convenient, practical product.",12000,fashion,Keep-N-Cozy Will Keep You Cozy In Any Situation,211,"
					Backers: 6,
					Funding: $211 of $12,000 (,1% funded,),
					Campaign Dates: June 17th -> August 16th (2020),
					Closed: Sunday August 16th, 2020,
				",Cancelled
1,games|video games,$,A turn based combat card game with a mix of positive mechanics that give it a unique twist while having a familiar feel.,20000,games,Rift: Action Card Game,1,"
					Backers: 1,
					Funding: $1 of $20,000 (,0% funded,),
					Campaign Dates: June 17th -> August 16th (2020),
					Closed: Sunday August 16th, 2020,
				",Cancelled
1,publishing|children's books,$,I wrote a children's book that I know will be a great addition to bookshelves. It focuses on inclusivity and representation for girls.,700,publishing,When I Grow Up - Children's Book,1,"
					Backers: 1,
					Funding: $1 of $700 (,0% funded,),
					Campaign Dates: July 17th -> August 16th (2020),
					Closed: Sunday August 16th, 2020,
				",Cancelled
1,games|video games,$,"A semi-linear immersive sim based on the foreign planet of Pandera, its is ruled over the once respectable and great Galactic Union",3500,games,Union Stories: Pandera,1,"
					Backers: 1,
					Funding: $1 of $3,500 (,0% funded,),
					Campaign Dates: June 17th -> August 16th (2020),
					Closed: Sunday August 16th, 2020,
				",Cancelled
